label,line
被告向原告借款,2008年8月27日，被告因资金流转向原告借款2万元，
被告向原告借款,2007年1月6日，被告因资金周转需要，向原告借款53870元，
被告向原告借款,被告归还原告借款23870元
被告向原告借款,2007年6月8日，被告向原告借款20000元，
被告向原告借款,2008年12月31日，金某某向原告借款30万元，
被告向原告借款,2008年10月1日，被告因急需用钱而向原告借款人民币10万元，
被告向原告借款,两被告因资金周转困难，于2008年12月12日向原告借款15000元，
被告向原告借款,2006年4月2日，两被告因资金周转困难向原告借款43000元，
被告向原告借款,2009年3月23日，被告曹××因需向原告借款50000元，
被告向原告借款,因两被告购房需要，于2007年4月1日向原告借款60万元，
被告向原告借款,两被告因资金周转困难，于2007年10月16日（2007年农历9月6日）通过原告持有的宁某某行白领通向原告借款30×××00元，
被告向原告借款,2006年10月29日，被告王甲因经营需要向原告借款230000元，
被告向原告借款,原告与被告比较熟悉，因被告需做生意，向原告提出借款30000元，原告予以同意，遂借给被告30000元，
被告向原告借款,1996年8月上旬，被告以资金周转为由向原告借款3000元，
被告向原告借款,2008年11月1日，被告因偿还贷款缺资，向原告借人民币50万元整，
被告向原告借款,2008年3月23日被告以家人经商缺少资金为由，向原告借款20000元，
被告向原告借款,2006年10月8日，被告因经商缺少资金，向原告借款人民币30万元，
被告向原告借款,2007年10月7日，被告胡××因做生意缺少资金向原告借款人民币20000元，
被告向原告借款,2006年11月17日，被告丁××因资金周转困难向原告借款10万元，
被告向原告借款,被告于2008年2月3日向原告借款50000元，
被告向原告借款,被告王××因其母亲建房需要资金先后两次向我借款共计69800元，
被告向原告借款,2006年1月4日起被告因生产上需周转资金，向某告借去现金总计40480云，
被告向原告借款,2008年9月28日被告吴刚勇向原告借款人民币150万元，
被告向原告借款,2007年9月27日被告向原告借款65000元，
被告向原告借款,2008年8月6日，被告因经商需要向原告借款18000元，
被告向原告借款,2005年1月16日，被告陈××向原告张××借款10000元，
被告向原告借款,2005年被告洪慧益向原告潘行尝借款25000元，
被告向原告借款,被告与原告的妹妹是亲戚关系。被告因缺少资金周转，于2005年5月份向原告借款50000元，同时也向原告妹妹借款50000元，
被告向原告借款,2008年12月30日，被告陈甲向原告借款550000元，
被告向原告借款,2007年2月26日，来国松因公元沐桥工程资金紧张向其借款50000元，
被告向原告借款,2007年1月21日，被告俞××因生意周转向原告借款2万元，
被告向原告借款,被告以做生意缺少资金为由，于2007年4月25日向原告借款10000元，
被告向原告借款,2008年7月22日，被告以做生意资金周转困难为由，向原告借款50000元，
被告向原告借款,2008年7月1日被告何××向原告陈××借款12750元，
被告向原告借款,2008年3月26日，被告向原告借款人民币10万元整，
被告向原告借款,2007年2月14日，被告何甲因资金周转需要，向原告借款人民币18700元，
被告向原告借款,被告以做生意为由先后向原告借款，至2009年1月6日止，共向原告累计借款5万元，
被告向原告借款,被告邬××、陈×因经营所需向原告借款200000元，
被告向原告借款,2006年10月23日被告向原告借款20000元，
被告向原告借款,2008年3月17日被告季德胜向原告借款人民币100万元，
被告向原告借款,被告顾海舟以投资普陀东港“缤纷年代”ok厅缺乏资金为由向原告借款50000元，
被告向原告借款,2007年8月24日被告陈×因资金周转之需，向原告借款10000元
被告向原告借款,被告于2008年7月25日借我人民币200000元，
被告向原告借款,2007年7月20日，被告陈祥荣以生意周转困难为由，向原告借款60000元，
被告向原告借款,2008年8月15日，被告钱××向原告借款17000元，
被告向原告借款,被告吴福军因经营所需于2008年6月9日向原告借款18万元。
被告向原告借款,被告应××、黄××分别于2008年5月22日、2008年5月27日、2008年10月21日向原告借款30万元、20万元、50万元，
被告向原告借款,2007年4月5日，被告向原告借款26000元，
被告向原告借款,2008年元月1日，被告因资金短缺向原告借款34000元，
被告向原告借款,2008年8月30日，被告因需向原告借款35000元，
被告向原告借款,被告陈××于2007年5月14日，2007年9月28日向原告借款共计人民币30万元，
被告向原告借款,2007年3月7日，被告因生产生活所需向原告借款50000元，
被告向原告借款,2006年2月17日，被告李乙向原告李甲借款人民币65000元，
被告向原告借款,2006年1月16日，被告黄××因投资挖沙机向原告借款1万元，
被告向原告借款,我当时想被告在1996年11月8日借我的5000元应该扣除，但被告不同意。
被告向原告借款,2008年9月30日，被告张××因资金周转之需，向原告包××借款60000元，
被告向原告借款,2008年2月5日，被告许××向原告借款人民币6万元，
被告向原告借款,2007年11月11日，被告徐××因生产需要向原告借款20000元，
被告向原告借款,被告罗××向原告借款人民币100000元，
被告向原告借款,借款人余兴武以经商为由向原告借款30万元，
被告向原告借款,2008年1月20日，被告赖××因急需资金向原告王××借款10500元，
被告向原告借款,2008年6月8日，被告钟××向原告借款120万元，
被告向原告借款,2008年5月24日，被告宋××以经营蔬菜交易为由向原告借款20000元，
被告向原告借款,被告汤裕甲还贷款需要资金，经被告郑××介绍，向原告借款10万元，
被告向原告借款,2008年10月21日，被告向原告借款人民币50000元整，
被告向原告借款,2008年3月16日，被告钟××向原告借款100万元，
被告向原告借款,因办厂缺资金于2006年11月8日向原告借款20000元，
被告向原告借款,2007年7月20日，被告陈乙以生意周转困难为由，向原告借款60000元，
被告向原告借款,2007年8月24日，被告向原告借款人民币100000元，
被告向原告借款,2004年至2006年10月23日期间，被告谢××累计向原告借款40万元。2007年11月7日，被告谢××又一次向原告借款人民币20万元。2008年12月30日，原告与被告谢××就借款本息进行结算，被告谢××确认向原告借款60万元，利息196000元。
被告向原告借款,被告曾向原告借款18000元。
被告向原告借款,2007年1月6日，被告以资金周转紧张为由向原告借款人民币20万元，
被告向原告借款,2008年4月30日原告借款174000元，
被告向原告借款,被告陈光武于2009年1月14日因资金紧缺向原告借款29350元，
被告向原告借款,2007年6月7日，两被告因经商缺资向原告借款15000元。
被告向原告借款,2008年6月10日，被告宋××以经营蔬菜交易为由向原告借款20000元，
被告向原告借款,2008年9月13日，被告项××因资金周转之需向原告借款70000元，
被告向原告借款,2007年12月14日，被告刘××以做生意需周转资金为由向原告借款人民币50000元，
被告向原告借款,2007年7月18日，被告王××因资金周转所需，向原告借款人民币200000元，
被告向原告借款,2008年8月30日，被告因需向原告借款40000元，
被告向原告借款,2007年11月16日，被告王××因资金周转困难为由向原告借款100万元，原告向被告交付了100万元的借款后，
被告向原告借款,被告徐泉法在2005年因经营茶室需要，向其借款20000元，
被告向原告借款,2007年11月28日，被告刘××向原告借款人民币200000元用于某某周转。
被告向原告借款,2004年1月9日第一被告因开设型塘幼儿园所需，向原告借款人民币77，600元，
被告向原告借款,2008年9月22日，被告俞利群向原告借款30000元，
被告向原告借款,2008年2月3日，被告钱健勇因资金周转需要向原告借款2200000元，
被告向原告借款,被告李××于2001年以做生意缺乏资金向原告借款人民币30000元，
被告向原告借款,2008年元月1日，被告因资金短缺向原告借款34000元，
被告向原告借款,2009年3月21日，被告向原告借款5600元，
被告向原告借款,2008年3月19日，被告徐礼福因急用资金向原告杨岳军借款人民币100000元，
被告向原告借款,2006年7月18日，被告因购房需要，由原告女儿即被告罗乙出面向原告借款25000元。
被告向原告借款,1995年5月29日，被告胡××以办厂需要资金为由向原告借款35000元，
被告向原告借款,2008年1月至2008年6月期间，被告项××因资金周转之需向原告借款共计350000元，
被告向原告借款,被告罗巍巍向原告借款人民币100000元，
被告向原告借款,被告蔡君高由被告吴松波担保在2008年2月20日向原告借去人民币100000元，
被告向原告借款,被告陈××于2000年2月向我借款人民币4000元，
被告向原告借款,曹甲于2007年8月23日向原告借款10万元，
被告向原告借款,2008年9月9日，被告胡×、管××、胡××、袁××因生意所需向原告借去人民币30000元，
被告向原告借款,2007年3月5日，被告潘××向原告借款30000元，
被告向原告借款,2008年3月22日，被告向原告借去人民币20000元，
被告向原告借款,两原告系夫妻。因经营需要，被告岑××于2007年7月28日，2008年4月20日分别向陈××、徐××各借款10万元，
被告向原告借款,被告李××因所需于2008年10月22日向原告借款8万元，
被告向原告借款,2008年8月20日被告因生意之需向原告借款50000元，
被告向原告借款,两被告向原告借款人民币110000元，
被告向原告借款,2008年4月6日，被告黄乙以资金周转为由向原告借款40000元，
被告向原告借款,2008年2月5日，被告商××因经营发展需要向原告借款20万元，
被告向原告借款,2008年10月3日，被告阮××因经营需要向我借款人民币100000元，
被告向原告借款,2008年10月13日，被告陈楠向原告借款人民币4000元，
被告向原告借款,被告于2007年3月30日向原告借款200000元用于支付工程保某某等，
被告向原告借款,2009年1月，被告向原告借款人民币170万，并约定：若原告向被告拿货（涤纱），按每公斤9.6元计算，
被告向原告借款,被告林甲于2007年5月14日向原告借款10万元，
被告向原告借款,被告韩臻于2008年7月19日向原告借款150000元，
被告向原告借款,被告因缺资于2008年10月29日向原告借款16000元，
被告向原告借款,被告林甲于2007年6月9日向原告借款15万元，
被告向原告借款,被告陈××因资金周转之需，分别于2008年5月4日和2008年6月15日向原告借款30000元、50000元，共计80000元；
被告向原告借款,2008年8月24日，被告因需向原告借款10000元，
被告向原告借款,2007年9月14日，被告王淑玲以儿子承包工程需要资金为由，向原告借款200000元，
被告向原告借款,2008年4月2日、6月13日，被告因需分两次向原告各借款50000元，
被告向原告借款,我与被告阮××系朋友，被告阮××因经营建德市新安江华鑫金属拉丝厂需资金周转，于2009年1月1日向我借款人民币200000元，
被告向原告借款,被告林××因购买材料需要，分别于2008年6月4日及2009年1月2日向原告借款10000元及40000元，
被告向原告借款,2007年5月28日，被告以经商缺资为由向原告借款人民币30万元，
被告向原告借款,2008年10月6日，被告陈楠向原告借款人民币50000元，
被告向原告借款,2007年9月13日以需要资金周转为由向某告借款50000元，
被告向原告借款,被告潘××于2007年6月16日向原告借款15万元，
被告向原告借款,2008年7月18日被告因办厂急需资金，向原告借款人民币15万元，
被告向原告借款,被告于2007年2月8日向原告借款90000元，
被告向原告借款,2008年上半年，被告陈××因生活所需向原告借款8万元，
被告向原告借款,被告分别于2008年7月4日、2008年7月25日向原告借款人民币共计20000元，
被告向原告借款,2007年8月29日，周某某及其妻子叶某某因需共同向原告借款2000000元，
被告向原告借款,2006年11月3日，被告童忠能向原告借款55000元，
被告向原告借款,被告因房屋装饰缺少资金，于2008年3月19日向原告借款65000元，
被告向原告借款,2002年4月13日，被告因缺资向原告借款4000元，
被告向原告借款,被告钱××、蒋××在2007年7月1日向原告借款人民币2万元，
被告向原告借款,1997年6月22日，被告因资金周转向原告借款5000元，
被告向原告借款,1997年11月9日、11月12日，被告魏××又分别向原告借款5000元、10000元，
被告向原告借款,2008年4月30日被告吕××向原告借款300000元，
被告向原告借款,2008年6月7日，被告许青福经朱光辉介绍向原告张斌借到人民币10万元，
被告向原告借款,2007年8月15日，被告包××以丈夫张××经商缺少资金为由向原告借款200000元，
被告向原告借款,2007年9月14日，被告包××以同样的理由向原告借款60000元，
被告向原告借款,2006年12月5日，被告韩××向原告借款7000元，
被告向原告借款,2008年5月5日，被告金甲通过被告金乙向原告借款现金60万元。当时被告金甲声称周转几天归还。
被告向原告借款,2006年10月27日，被告陈琰琳因缺少资金向原告借款人民币20000元，
被告向原告借款,两被告向原告借款人民币110000元，
被告向原告借款,寿××两次向许××借款共计81800元，
被告向原告借款,2008年3月20日，被告以出海生产资金紧张为由向原告借款7000元，
被告向原告借款,被告阮××因经营建德市新安江华鑫金属拉丝厂需资金周转，于2009年1月1日向我借款人民币150000元，
被告向原告借款,2007年12月30日被告徐××向原告借款300000元，
被告向原告借款,被告王方其因开店缺资金，于2007年3月22日向原告借款10000元，
被告向原告借款,于2007年6月20日又向原告借款30000元，
被告向原告借款,2006年9月1××日，被告以做生意缺乏资金为由，向原告借款××70000元，
被告向原告借款,被告陈××因资金短缺，于2007年11月8日向原告借款100000元，
被告向原告借款,2005年11月16日，被告向原告借人民币5万元，
被告向原告借款,2008年10月13日，被告金×因资金短缺向原告借款70000元，
被告向原告借款,2008年5月11日，被告向原告借款30000元，
被告向原告借款,2007年3月20日，被告喻××向原告借款3万元，
被告向原告借款,2008年8月16日，被告朱小波向原告刘建军借款20000元，
被告向原告借款,被告潘××于2006年2月1日立据向原告借款人民币9500元，
被告向原告借款,2008年1月25日，被告汤××向原告借款450000元，2008年3月27日，被告汤××向原告借款200000元，2008年11月12日，被告汤××向原告借款300000元，2008年11月19日，被告汤××向原告借款300000元，共计向原告借款1250000元，
被告向原告借款,2008年6月9日，两被告因资金周转需要向原告借款400000元，
被告向原告借款,被告因资金紧缺，
被告向原告借款,2008年5月28日，两被告因需向原告借款270000元，
被告向原告借款,原告于2008年7月9日借给被告周×人民币100000元，
被告向原告借款,2009年1月21日，被告金××以承包工地缺资为由向原告借款100000元，
被告向原告借款,因被告做木工板生意比较好为由，骗原告一车有千把元好挣，被告比较困难，原告想帮一下被告，
被告向原告借款,被告杨××于2008年9月24日立据向原告借款人民币180000元。
被告向原告借款,2007年6月2日、7月9日，被告俞××分两次向原告借款合计23000元，
被告向原告借款,被告吾根发到原告处借款5000元，
被告向原告借款,被告谢菊友由他人介绍，并由被告谢仙增担保在2008年6月24日向原告借去人民币共100000元，
被告向原告借款,经被告吴爱珍介绍，被告许百伟、葛桂兰夫妇于2007年2月9日向原告借款10000元，
被告向原告借款,被告吾根发到原告处借款5000元，
被告向原告借款,被告王培槐因做茶叶生意缺少资金于2007年8月15日向原告借款2910元，
被告向原告借款,被告郏××由被告徐××、海容××担保在2008年7月14日向原告借去人民币共200000元，
被告向原告借款,2008年7月15日，被告向原告借款180万元，
被告向原告借款,2008年9月至2009年2月期间，被告项××因资金周转之需向原告借款共计150000元，
被告向原告借款,2008年7月28日被告郑××出具借据向原告借款60000元，
被告向原告借款,2008年8月3日，被告黎××因需要资金，向原告借款人民币100000元
被告向原告借款,2007年8月7日，被告因经商缺资向原告借款60万元，
被告向原告借款,2007年11月16日，被告陈××因经营需要向原告借款70000元，
被告向原告借款,被告陈××因资金短缺，于2007年11月21日向原告借款100000元，于2008年4月8日向原告借款人民币150000元，于2008年4月22日向原告借款100000元，共计人民币350000元。
被告向原告借款,被告史××分别于2008年7月16日、8月3日向原告借款20000元用于家某生活费用，
被告向原告借款,被告缪××在2008年10月22日向原告借去人民币30000元，
被告向原告借款,2008年6月27日，被告许海国因拖欠工程款向原告借款10000元，
被告向原告借款,2007年10月11日，被告以急需用钱向原告借款人民币10万元，
被告向原告借款,2007年4月2日，被告向原告借得现金4500元，
被告向原告借款,被告周海某某儿子购房需要，于2002年8月18日在原告处借走人民币5000元，
被告向原告借款,2008年8月13日被告王××向原告借款人民币5万元，
被告向原告借款,被告因在上虞市汤浦镇开办服装厂缺少资金，于2007年向原告借款50，000元，
被告向原告借款,被告谢昭兵因经营所需，由被告徐夏良担保于2008年9月25日向原告金文斌借款15000元，
被告向原告借款,被告边××于2008年5月31日至7月26日分五次向原告借款59万元，
被告向原告借款,2008年8月8日被告王××向原告借款人民币2万元，
被告向原告借款,2008年9月29日，被告王世军、陈中伟向原告借款10万元，
被告向原告借款,2007年5月25日被告向原告借款159万元人民币，
被告向原告借款,2008年3月2日，被告向原告借款40万元人民币，
被告向原告借款,2008年4月12日，两被告因经商缺资向原告借款60万元，
被告向原告借款,2008年9月8日，被告季利进向原告借款255820元，
被告向原告借款,2007年8月3日，被告王××向原告借款人民币100000元整，
被告向原告借款,2008年12月1日，被告杨××向原告涂××借款30000元。
被告向原告借款,2008年7月28日，被告金东菊向原告借款人民币6万元整，
被告向原告借款,2008年3月12日，被告朱奇清因资金周转所需向原告朱国平借款150000元，
被告向原告借款,被告余×因经营缺资为由于2008年2月21日向原告借款10万元。
被告向原告借款,2008年11月17日，被告李秋香、陆建新因经商缺少资金周转为由，向原告傅小虎借款5600元，
被告向原告借款,2007年8月26日，被告向原告借款35000元，
被告向原告借款,2004年10月30日，被告钟××以家庭生活需要资金为由向原告借款20000元，
被告向原告借款,2008年9月11日，被告杨甲因资金周转困难向某告借款，原告碍于情面借给被告现金250000元，
被告向原告借款,被告郑××以资金急用为由向原告借款13万元，
被告向原告借款,被告林××于2007年1月25日向原告借款15000元，
被告向原告借款,被告孙××以缺资为由，于2008年3月29日向原告借款50000元，
被告向原告借款,被告王××因缺资于2008年10月22日向原告借款600000元，
被告向原告借款,被告俞××于2007年7月16日、2007年8月14日、2007年10月26日分别向原告借款10万元、10万元、20万元，共计40万元。
被告向原告借款,2006年10月21日，被告以筹办孩子婚事急需用款为由，向原告借取人民币40000元，
被告向原告借款,被告许青福在2008年10月6日向原告借款17万元，
被告向原告借款,原、被告系同事关系。被告孙××以缺资为由，于2007年3月7日向原告借款30000元。
被告向原告借款,被告因投资需要，于2005年12月6日向原告借去人民币24万元，
被告向原告借款,被告许××自2007年2月开始，陆某某原告借款付息，至2007年12月26日，被告许××共向原告借款15万元，
被告向原告借款,被告于2007年3月20日向原告借款人民币53000元。
被告向原告借款,原、被告系朋友关系，2005年6月1日，被告陈文彪因做生意缺乏资金为由，向原告施建华借款80000元，
被告向原告借款,被告章××向原告借款人民币2000000元，
被告向原告借款,2007年10月18日，被告向原告借款5000元，
被告向原告借款,2008年3月21日，被告张宽向原告张干借款3000元，
被告向原告借款,被告孙××以拓展业务、增购设备缺资为由，于2008年4月10日向原告借款100000元，
被告向原告借款,2008年5月22日，被告倪甲做生意需要向原告借款50000元，
被告向原告借款,2008年2月28日被告向原告借款10000元，
被告向原告借款,2008年10月26日，被告项××因资金周转之需向原告借款70000元，
被告向原告借款,2007年7月26日，被告施××向原告借款25万元，
被告向原告借款,2003年7月1日，被告王××因资金周转困难向原告借款60000元，
被告向原告借款,2008年2月18日，被告周××以缺资为由向原告借款10万元，
被告向原告借款,2008年1月27日、1月31日被告魏伟分两次向原告借款25万元和15万元，
被告向原告借款,被告潘××结欠原告借款人民币60000元。
被告向原告借款,被告孙××因缺资于2008年9月28日向原告借款1500000元，
被告向原告借款,2006年11月21日，被告向原告借款人民币1万元，
被告向原告借款,被告朱剑因资金周转困难向原告借款人民币25000元，
被告向原告借款,被告林××于2007年1月25日向原告借款15000元，
被告向原告借款,两被告以家某缺资为由，于2000年12月19日向原告借款20000元，
被告向原告借款,2008年7月14日被告叶××因资金周转向原告借款150000元，
被告向原告借款,2008年2月24日被告以经营生意需资金周转向原告借款500000元，碍于情面，原告同意借款，2008年2月26日原告出借给被告借款500000元，
被告向原告借款,2008年10月6日，被告葛××、中××公司向原告借去人民币35万元，
被告向原告借款,2008年5月18日，被告因承包工程短缺资金，向原告借款86000元，
被告向原告借款,2009年1月1日，被告项××因资金周转之需向原告借款350000元，
被告向原告借款,2008年4月29日，被告象山××鹤××有限公司因急需资金向原告借款500万元，
被告向原告借款,被告因资金周转困难，于2007年9月11日向原告借款50000元，
被告向原告借款,2005年6月1日，被告陈××因做生意缺乏资金为由，向原告施××借款80000元，
被告向原告借款,2006年至2007年间，被告多次向原告借款，原告分别于2006年9月21日、2006年9月26日和2007年3月19日通过华夏银行存入被告账户人民币20万元、30万元和20万元，合计70万元，
被告向原告借款,被告吴敬贤在2007年9月21日因经商进货周转需要向原告借款人民币100000元，
被告向原告借款,被告邵××因其购房需要，于2008年8月15日向原告借款人民币20000元，
被告向原告借款,2007年12月15日，两被告以经商缺资为由向原告借款人民币55000元，
被告向原告借款,在被告史××与其夫沈某某因经营所需，于2008年9月4日向原告借款20万元，
被告向原告借款,被告蔡××于2008年8月19日向原告借款12万元，
被告向原告借款,2008年3月9日，被告因急需用钱，向原告借款20000元，
被告向原告借款,被告周斌因经商资金周转需要，分别于2007年2月7日、4月1日、2008年11月5日分三次共向原告借得人民币25000元，
被告向原告借款,1999年10月4日，被告因缺资向原告借款10000元，
被告向原告借款,被告因经商所需，在2006年10月4日向原告借得人民币20000元，
被告向原告借款,2008年1月27日被告魏伟向两原告借款45万元。2008年2月1日被告魏伟向原告孔丽霞借款25万元。
被告向原告借款,2008年6月13日，被告廖××向原告借款180000元，
被告向原告借款,被告朱×因资金周转困难向原告借款人民币25000元，
被告向原告借款,2007年3月20日、2008年5月12日，被告因需共向原告借款50000元，
被告向原告借款,2006年1月25日，被告向原告借款11500元，
被告向原告借款,2008年3月6日，被告因经营需要，向原告借款150000元，
被告向原告借款,张甲于2004年10月3日、2008年4月30日共向原告借款37000元，
被告向原告借款,被告徐甲、徐乙于2007年4月10日向其借款100000元，
被告向原告借款,被告在2008年9月19日因资金紧张，向原告借款20000元，
被告向原告借款,当时被告是工行鄞州支行下属一个二级支行的副行长，因被告分管的企业需转贷，于2008年8月5日、8月19日向原告借款各100万元，
被告向原告借款,2002年7月15日，被告乐清市××汽车服务有限公司以扩大经营为由向原告借款10万元，
被告向原告借款,2006年8月2日，被告林××以开店需资金为由向原告借款200000元，
被告向原告借款,2007年11月9日、2008年7月15日被告因缺少资金分别向原告借款500000元、200000元，
被告向原告借款,2008年4月24日，被告宋子兴以做生意为由向原告借款8900元，
被告向原告借款,被告分别于1999年9月18日、1999年12月1日向某告借款人民币10000元、27000元和10000元，合计47000元。
被告向原告借款,被告骆有水于2006年7月至2008年11月间向原告借款共计900000元，
被告向原告借款,2003年12月11日，俞××向沈××借款3万元。
被告向原告借款,
被告向原告借款,2008年9月17日，被告方甲因生产经营急需，向原告借人民币100万元，
被告向原告借款,2008年5月23日被告以经商为由，向原告借款20万元，
被告向原告借款,被告因经营需要于2008年10月16日、10月20日、11月12日分三次向原告借款各170000元、150000元、250000元，
被告向原告借款,被告于2008年8月25日向原告借款20000元，
被告向原告借款,被告钱××以做生意为由，于2007年10月1日、4月18日分二次向原告借款30万元，
被告向原告借款,2008年6月18日，被告郑××向其借款35万元，
被告向原告借款,2006年8月15日，被告以做生意需要为由，向原告借款120000元，
被告向原告借款,被告石×于2008年10月20日向原告借款25000元，
被告向原告借款,2008年11月30日，被告因资金困难向原告借款人民币40000元整，
被告向原告借款,2008年12月22日，被告赵×向原告借款65000元，
被告向原告借款,2008年3月17日，被告赖其某某缺少资金向原告借款人民币100000元，
被告向原告借款,2008年3月1日，李××向夏××借人民币6050元，
被告向原告借款,2007年12月25日，被告赖其某某缺少资金向原告借款人民币100000元，
被告向原告借款,原告同意借给被告1000000元，
被告向原告借款,2006年4月25日、5月2日，被告徐××以资金周转紧张为由分两次向原告借款人民币20000元、15000元，合计35000元，
被告向原告借款,2006年11月22日，被告陈荣根向原告借款人民币5万元，
被告向原告借款,2008年6月29日，被告翁××以资金周转为由向原告借款120000元，
被告向原告借款,2007年12月27日，被告向原告借款100000元，
被告向原告借款,2007年4月9日，被告乐××向原告借款10万元，
被告向原告借款,被告章明学因资金周转所需于2007年12月10日向原告借款人民币100000元，
被告向原告借款,被告庞××因资金周转需要于2002年3月31日向原告借款人民币27000元，
被告向原告借款,2006年9月8日至2007年1月24日被告姚××因生活所需向原告借款三次，共计260000元，
被告向原告借款,2008年8月14日，被告杨献军以资金周转困难向原告楼汝林借款40000元，
被告向原告借款,2007年10月23日，被告向原告借款人民币11000元，
被告向原告借款,被告共向原告借款259万元，
被告向原告借款,被告分别二次向原告借款10000元、20000元，
被告向原告借款,2007年10月3日，被告陈××因急需资金向原告借款400000元，
被告向原告借款,于1998年4月向原告借款35，500元，
被告向原告借款,2007年6月7日，被告向原告借款人民币5万元，
被告向原告借款,2008年10月20日，被告翁华和被告郭德群共同向原告借款人民币100000元，
被告向原告借款,2008年2月5日，被告丁小兵以资金困难为由向原告借款人民币70万元。
被告向原告借款,被告陈军由被告孙星旺担保于2007年8月20日以急需资金为由向原告暂借人民币10000元，
被告向原告借款,2007年8月15日，被告因经商缺资向原告借款4万元，
被告向原告借款,被告周××因资金周转之需原告借款20000元，
被告向原告借款,2008年12月24日，被告张必肖因资金短缺向原告借款人民币20000元，
被告向原告借款,2006年9月30日，被告向原告借款30000元，
被告向原告借款,2007年8月29日，被告毕××、夏××向原告借款50万元，
被告向原告借款,2008年5月1日，被告吴××、张××因购房所需向原告借款30000元，
被告向原告借款,2007年9月1日开始至2008年11月8日止，两被告陆某某原告张××借款45000元，
被告向原告借款,2008年3月1日，被告陈英俊向原告借款人民币200000元整，
被告向原告借款,被告以家中建房为由于2007年11月19日向某告借得人民币10000元，
被告向原告借款,2007年2月12日，被告余勇成向原告徐小连借款20000元，
被告向原告借款,2008年11月15日，被告项振城以资金周转为由向原告借款20000元，
被告向原告借款,2007年11月15日，被告向原告借款15万元，
被告向原告借款,2007年12月15日，被告又向原告借款10万元，
被告向原告借款,2007年5月7日，被告郑××向原告借款10万元，
被告向原告借款,2007年5月16日，被告郑××向原告借款6万元；
被告向原告借款,2008年9月19日，被告郑××向原告借款20万元，
被告向原告借款,于2008年2月1日、2008年2月6日，分别向原告借款520000元、155000元，共计675000元，
被告向原告借款,2007年11月5日、2007年11月16日、2007年12月10日，分别从中国农业银行给被告人民币共计100万元，
被告向原告借款,2000年5月1日，被告季××向原告借款人民币3万元，
被告向原告借款,2008年4月15日，被告因资金周转困难，向原告借款50000元，
被告向原告借款,2007年6月1日，被告向原告借款人民币50万元，
被告向原告借款,2007年12月16日，被告翁××以资金周转为由向原告借款200000元，
被告向原告借款,2008年10月1日，被告以资金周转困难为由，向原告借款50000元，
被告向原告借款,2008年5月4日，两被告因缺资向原告吴××借款计人民币150000元，
被告向原告借款,2005年4月29日，被告向原告借款25000元，
被告向原告借款,2008年9月23日，被告杨小华以资金周转困难向原告楼汝林借款50000元，
被告向原告借款,1998年7月31日，被告向原告借款6万元，
被告向原告借款,截止2007年3月26日，被告共结欠原告借款人民币215000元。
被告向原告借款,2008年7月4日，被告桐乡市昌××石雕有限公司、沈×因资金短缺，向原告借款100万元，
被告向原告借款,约定两被告向某告借款30000元，
被告向原告借款,于2007年4月28日向原告借款17000元，
被告向原告借款,被告于2007年8月29日向原告借款人民币100000元，
被告向原告借款,向原告借款人民币35000元，
被告向原告借款,2007年10月13日，被告叶××向原告借款17330元，
被告向原告借款,2008年10月20日，被告翁华和被告郭德群共同向原告借款人民币100000元，
被告向原告借款,2008年10月24日，被告卢晓峰因急需归还他人借款，向原告借款20000元
被告向原告借款,曾共同向原告借款30，000元。
被告向原告借款,2008年5月13日，被告唐××以资金周转困难为由，向原告借款200000元，
被告向原告借款,2008年3月6日，被告向原告借款150万元，
被告向原告借款,2008年7月27日，被告蔡××向原告借100000元，
被告向原告借款,被告徐××向原告提出借款的要求，经双方协商，原告于当日借款5万元给被告，
被告向原告借款,2007年1月5日，被告赵关于因缺资向原告借款人民币60万元，
被告向原告借款,2008年10月20日，被告嵊州市××光灯××有限公司因经营需要向原告借款30万元，
被告向原告借款,被告周叶江、韦爱萍以做生意资金短缺为由，于2007年9月3日向原告借款10000元整，
被告向原告借款,2008年9月5日，被告周胡斌因资金周转之需原告借款20000元，
被告向原告借款,被告乐清市××汽车服务有限公司于2005年2月15日向原告借款300000元，
被告向原告借款,2007年9月1日被告因资金周转需要向原告借款20万元，
被告向原告借款,2008年10月1日，被告衢州市衢江区鑫信建材有限公司向原告借款385000元，
被告向原告借款,被告因买车所需，于2008年4月25日向原告借款20000元，
被告向原告借款,2008年4月25日，被告许青福因购买原材料向原告借款10万元，
被告向原告借款,被告乐清市××汽车服务有限公司于1997年向原告借款80000元，
被告向原告借款,2005年4月29日，被告向原告借款51000元，
被告向原告借款,2007年12月18日，被告徐文建以资金困难为借口向原告借款人民币80万元；2007年12月25日，被告徐文建又向原告借款90万元。
被告向原告借款,2007年12月16日，被告陈伟俊因周转的需要向原告借款49万元，
被告向原告借款,2007年10月20日，因经商进货周转需要，被告陈志勤向原告借款人民币15万元，
被告向原告借款,2008年4月17日，被告张××因资金短缺于2008年6月19日向原告借款人民币30000元，
被告向原告借款,被告在2008年12月14日以做生意为由，向原告借款人民币70000元整
被告向原告借款,被告赵文达以做水产生意为由向原告借款人民币380000元
被告向原告借款,2007年12月19日，被告徐××因资金周转之需，向原告杨××借款20000元，
被告向原告借款,被告乐清市××汽车服务有限公司于2004年2月10日向原告借款80000元，
被告向原告借款,2007年12月4日，被告因经商缺资向原告借款3万元，
